credit_profile_id,cust_account_id,credit_limit,currency_code,payment_terms,risk_level,risk_score,overdue_tolerance_days,credit_hold_flag,review_date,effective_start_date,effective_end_date,status,created_date,last_update_date
700000294,300000294,13199300.51,CNY,NET30,LOW,92.39,0,N,2024-10-14 08:10:00,2024-10-14 08:10:00,,ACTIVE,2024-10-14 08:10:00,2024-10-14 08:10:00
700000295,300000295,13532828.35,CNY,NET30,MEDIUM,66.98,30,N,2024-09-06 02:05:00,2024-09-06 02:05:00,,ACTIVE,2024-09-06 02:05:00,2024-09-06 02:05:00
700000296,300000296,2395507.15,CNY,NET30,MEDIUM,80.81,0,N,2024-08-02 11:21:00,2024-08-02 11:21:00,,ACTIVE,2024-08-02 11:21:00,2024-08-02 11:21:00
700000297,300000297,98917.53,CNY,PREPAID,LOW,65.35,15,N,2025-07-23 16:45:00,2025-07-23 16:45:00,,ACTIVE,2025-07-23 16:45:00,2025-07-23 16:45:00
700000298,300000298,2453337.22,CNY,NET30,LOW,63.98,15,N,2025-12-20 08:54:00,2025-12-20 08:54:00,,ACTIVE,2025-12-20 08:54:00,2025-12-20 08:54:00
700000299,300000299,4182607.0,CNY,NET30,LOW,75.83,0,N,2024-06-29 00:55:00,2024-06-29 00:55:00,,ACTIVE,2024-06-29 00:55:00,2024-06-29 00:55:00
700000300,300000300,17134002.18,CNY,NET30,LOW,86.9,15,N,2024-09-16 18:04:00,2024-09-16 18:04:00,,ACTIVE,2024-09-16 18:04:00,2024-09-16 18:04:00
700000301,300000301,8541947.46,CNY,NET30,LOW,53.12,0,N,2025-02-03 13:05:00,2025-02-03 13:05:00,,ACTIVE,2025-02-03 13:05:00,2025-02-03 13:05:00
700000302,300000302,887667.2,CNY,NET60,LOW,44.62,30,N,2025-06-24 19:59:00,2025-06-24 19:59:00,,ACTIVE,2025-06-24 19:59:00,2025-06-24 19:59:00
700000303,300000303,160585.45,CNY,NET30,LOW,84.32,0,N,2024-11-03 20:27:00,2024-11-03 20:27:00,,ACTIVE,2024-11-03 20:27:00,2024-11-03 20:27:00
700000304,300000304,2451992.05,CNY,NET60,LOW,79.36,0,N,2026-02-01 08:26:00,2026-02-01 08:26:00,,ACTIVE,2026-02-01 08:26:00,2026-02-01 08:26:00
700000305,300000305,942005.92,CNY,PREPAID,MEDIUM,90.49,0,N,2024-04-12 12:03:00,2024-04-12 12:03:00,,ACTIVE,2024-04-12 12:03:00,2024-04-12 12:03:00
700000306,300000306,1265468.94,CNY,NET60,HIGH,31.04,30,N,2025-06-23 21:08:00,2025-06-23 21:08:00,,ACTIVE,2025-06-23 21:08:00,2025-06-23 21:08:00
700000307,300000307,834113.84,CNY,NET60,LOW,57.57,15,N,2025-05-22 13:24:00,2025-05-22 13:24:00,,ACTIVE,2025-05-22 13:24:00,2025-05-22 13:24:00
700000308,300000308,196119.14,CNY,PREPAID,MEDIUM,50.9,0,N,2025-09-25 11:04:00,2025-09-25 11:04:00,,ACTIVE,2025-09-25 11:04:00,2025-09-25 11:04:00
700000309,300000309,505658.81,CNY,NET60,HIGH,31.57,0,N,2024-10-08 10:11:00,2024-10-08 10:11:00,,ACTIVE,2024-10-08 10:11:00,2024-10-08 10:11:00
700000310,300000310,153027.87,CNY,NET30,LOW,79.23,15,N,2024-07-06 09:02:00,2024-07-06 09:02:00,,ACTIVE,2024-07-06 09:02:00,2024-07-06 09:02:00
700000311,300000311,150689.3,CNY,NET30,LOW,47.27,30,N,2024-07-18 02:09:00,2024-07-18 02:09:00,,ACTIVE,2024-07-18 02:09:00,2024-07-18 02:09:00
700000312,300000312,92438.83,CNY,PREPAID,HIGH,53.85,30,N,2024-10-03 10:51:00,2024-10-03 10:51:00,,ACTIVE,2024-10-03 10:51:00,2024-10-03 10:51:00
700000313,300000313,330843.97,CNY,NET30,MEDIUM,65.69,0,N,2024-09-07 02:20:00,2024-09-07 02:20:00,,ACTIVE,2024-09-07 02:20:00,2024-09-07 02:20:00
700000314,300000314,173385.76,CNY,NET30,HIGH,38.16,30,N,2023-11-15 00:05:00,2023-11-15 00:05:00,,ACTIVE,2023-11-15 00:05:00,2023-11-15 00:05:00
700000315,300000315,11903497.71,CNY,NET30,HIGH,45.39,15,N,2026-03-04 14:17:00,2026-03-04 14:17:00,,ACTIVE,2026-03-04 14:17:00,2026-03-04 14:17:00
700000316,300000316,2525563.72,CNY,NET90,HIGH,29.94,0,N,2024-03-09 05:52:00,2024-03-09 05:52:00,,ACTIVE,2024-03-09 05:52:00,2024-03-09 05:52:00
700000317,300000317,4541652.15,CNY,NET60,LOW,66.2,30,N,2024-11-13 10:13:00,2024-11-13 10:13:00,,ACTIVE,2024-11-13 10:13:00,2024-11-13 10:13:00
700000318,300000318,11560332.78,CNY,NET60,LOW,89.9,15,N,2024-12-11 02:46:00,2024-12-11 02:46:00,,ACTIVE,2024-12-11 02:46:00,2024-12-11 02:46:00
700000319,300000319,6226543.42,CNY,NET60,LOW,67.69,0,N,2024-10-21 20:28:00,2024-10-21 20:28:00,,ACTIVE,2024-10-21 20:28:00,2024-10-21 20:28:00
700000320,300000320,2037270.69,CNY,PREPAID,LOW,77.04,15,N,2024-03-19 09:12:00,2024-03-19 09:12:00,,ACTIVE,2024-03-19 09:12:00,2024-03-19 09:12:00
700000321,300000321,6678687.54,CNY,NET90,LOW,40.87,0,N,2024-02-27 04:14:00,2024-02-27 04:14:00,,ACTIVE,2024-02-27 04:14:00,2024-02-27 04:14:00
700000322,300000322,215702.22,CNY,PREPAID,LOW,64.72,0,N,2024-12-11 19:30:00,2024-12-11 19:30:00,,ACTIVE,2024-12-11 19:30:00,2024-12-11 19:30:00
700000323,300000323,8478586.79,CNY,NET30,LOW,43.34,0,N,2024-07-28 00:25:00,2024-07-28 00:25:00,,ACTIVE,2024-07-28 00:25:00,2024-07-28 00:25:00
700000324,300000324,606108.76,CNY,NET30,MEDIUM,72.32,0,N,2024-06-07 12:32:00,2024-06-07 12:32:00,,ACTIVE,2024-06-07 12:32:00,2024-06-07 12:32:00
700000325,300000325,954443.76,CNY,NET30,HIGH,34.69,0,N,2025-06-14 01:13:00,2025-06-14 01:13:00,,ACTIVE,2025-06-14 01:13:00,2025-06-14 01:13:00
700000326,300000326,413992.99,CNY,NET30,LOW,48.31,30,N,2025-04-19 10:53:00,2025-04-19 10:53:00,,ACTIVE,2025-04-19 10:53:00,2025-04-19 10:53:00
700000327,300000327,598712.8,CNY,PREPAID,HIGH,53.52,0,N,2026-02-16 07:54:00,2026-02-16 07:54:00,,ACTIVE,2026-02-16 07:54:00,2026-02-16 07:54:00
700000328,300000328,1606444.86,CNY,NET30,LOW,81.44,15,N,2024-11-30 13:42:00,2024-11-30 13:42:00,,ACTIVE,2024-11-30 13:42:00,2024-11-30 13:42:00
700000329,300000329,163878.86,CNY,NET30,MEDIUM,76.31,0,N,2025-01-01 19:11:00,2025-01-01 19:11:00,,ACTIVE,2025-01-01 19:11:00,2025-01-01 19:11:00
700000330,300000330,14780556.31,CNY,NET30,LOW,78.36,15,N,2026-03-22 15:03:00,2026-03-22 15:03:00,,ACTIVE,2026-03-22 15:03:00,2026-03-22 15:03:00
700000331,300000331,158976.39,CNY,NET30,LOW,94.28,0,N,2024-10-23 06:41:00,2024-10-23 06:41:00,,ACTIVE,2024-10-23 06:41:00,2024-10-23 06:41:00
700000332,300000332,3078666.59,CNY,NET30,LOW,53.62,0,N,2026-03-25 09:39:00,2026-03-25 09:39:00,,ACTIVE,2026-03-25 09:39:00,2026-03-25 09:39:00
700000333,300000333,4488059.17,CNY,NET60,LOW,72.14,15,N,2025-01-19 19:30:00,2025-01-19 19:30:00,,ACTIVE,2025-01-19 19:30:00,2025-01-19 19:30:00
700000334,300000334,14024003.21,CNY,NET30,LOW,62.47,0,N,2024-10-21 07:53:00,2024-10-21 07:53:00,,ACTIVE,2024-10-21 07:53:00,2024-10-21 07:53:00
700000335,300000335,50312.86,CNY,PREPAID,LOW,70.11,0,N,2024-01-10 19:51:00,2024-01-10 19:51:00,,ACTIVE,2024-01-10 19:51:00,2024-01-10 19:51:00
700000336,300000336,14967534.69,CNY,NET60,LOW,62.53,0,N,2023-11-28 04:52:00,2023-11-28 04:52:00,,ACTIVE,2023-11-28 04:52:00,2023-11-28 04:52:00
700000337,300000337,193593.92,CNY,NET30,MEDIUM,68.7,15,N,2024-01-05 01:41:00,2024-01-05 01:41:00,,ACTIVE,2024-01-05 01:41:00,2024-01-05 01:41:00
700000338,300000338,5360854.1,CNY,PREPAID,LOW,69.03,15,N,2024-09-30 04:40:00,2024-09-30 04:40:00,,ACTIVE,2024-09-30 04:40:00,2024-09-30 04:40:00
700000339,300000339,88690.14,CNY,NET30,LOW,91.79,0,N,2024-05-05 18:57:00,2024-05-05 18:57:00,,ACTIVE,2024-05-05 18:57:00,2024-05-05 18:57:00
700000340,300000340,151264.61,CNY,NET30,LOW,53.55,30,N,2025-05-09 09:25:00,2025-05-09 09:25:00,,ACTIVE,2025-05-09 09:25:00,2025-05-09 09:25:00
700000341,300000341,50081.44,CNY,NET30,LOW,91.34,15,N,2025-10-09 16:26:00,2025-10-09 16:26:00,,ACTIVE,2025-10-09 16:26:00,2025-10-09 16:26:00
700000342,300000342,81627.53,CNY,NET90,LOW,67.77,0,N,2024-09-30 05:56:00,2024-09-30 05:56:00,,ACTIVE,2024-09-30 05:56:00,2024-09-30 05:56:00
700000343,300000343,16436978.62,CNY,NET30,LOW,69.6,0,N,2025-04-28 23:02:00,2025-04-28 23:02:00,,ACTIVE,2025-04-28 23:02:00,2025-04-28 23:02:00
700000344,300000344,353209.34,CNY,NET30,MEDIUM,84.9,0,N,2023-12-20 02:00:00,2023-12-20 02:00:00,,ACTIVE,2023-12-20 02:00:00,2023-12-20 02:00:00
700000345,300000345,652112.19,CNY,NET60,LOW,43.59,0,N,2023-12-11 03:35:00,2023-12-11 03:35:00,,ACTIVE,2023-12-11 03:35:00,2023-12-11 03:35:00
700000346,300000346,114882.23,CNY,PREPAID,MEDIUM,94.73,0,N,2024-05-05 06:21:00,2024-05-05 06:21:00,,ACTIVE,2024-05-05 06:21:00,2024-05-05 06:21:00
700000347,300000347,982476.49,CNY,NET30,LOW,63.31,0,N,2025-01-24 06:32:00,2025-01-24 06:32:00,,ACTIVE,2025-01-24 06:32:00,2025-01-24 06:32:00
700000348,300000348,16911666.79,CNY,NET30,LOW,91.9,30,N,2026-03-06 05:09:00,2026-03-06 05:09:00,,ACTIVE,2026-03-06 05:09:00,2026-03-06 05:09:00
700000349,300000349,133888.71,CNY,NET30,HIGH,24.75,15,N,2024-04-19 21:10:00,2024-04-19 21:10:00,,ACTIVE,2024-04-19 21:10:00,2024-04-19 21:10:00
700000350,300000350,3351253.43,CNY,NET60,MEDIUM,45.94,0,N,2024-01-06 10:04:00,2024-01-06 10:04:00,,ACTIVE,2024-01-06 10:04:00,2024-01-06 10:04:00
700000351,300000351,96678.24,CNY,NET30,LOW,88.69,0,N,2024-03-18 04:32:00,2024-03-18 04:32:00,,ACTIVE,2024-03-18 04:32:00,2024-03-18 04:32:00
700000352,300000352,351484.46,CNY,PREPAID,LOW,66.16,15,N,2024-10-27 06:06:00,2024-10-27 06:06:00,,ACTIVE,2024-10-27 06:06:00,2024-10-27 06:06:00
700000353,300000353,845817.05,CNY,NET30,LOW,60.68,15,N,2026-02-15 08:46:00,2026-02-15 08:46:00,,ACTIVE,2026-02-15 08:46:00,2026-02-15 08:46:00
700000354,300000354,182807.33,CNY,PREPAID,LOW,79.54,0,N,2025-09-12 03:23:00,2025-09-12 03:23:00,,ACTIVE,2025-09-12 03:23:00,2025-09-12 03:23:00
700000355,300000355,4908407.38,CNY,NET30,LOW,94.87,15,N,2025-11-10 11:19:00,2025-11-10 11:19:00,,ACTIVE,2025-11-10 11:19:00,2025-11-10 11:19:00
700000356,300000356,168438.17,CNY,NET90,MEDIUM,58.02,0,N,2025-05-09 04:33:00,2025-05-09 04:33:00,,ACTIVE,2025-05-09 04:33:00,2025-05-09 04:33:00
700000357,300000357,15734748.09,CNY,NET30,MEDIUM,67.21,0,N,2025-02-26 03:12:00,2025-02-26 03:12:00,,ACTIVE,2025-02-26 03:12:00,2025-02-26 03:12:00
700000358,300000358,84526.64,CNY,NET30,MEDIUM,42.26,30,N,2025-01-19 11:24:00,2025-01-19 11:24:00,,ACTIVE,2025-01-19 11:24:00,2025-01-19 11:24:00
700000359,300000359,4143493.18,CNY,PREPAID,LOW,90.96,0,N,2025-09-28 09:46:00,2025-09-28 09:46:00,,ACTIVE,2025-09-28 09:46:00,2025-09-28 09:46:00
700000360,300000360,4783260.03,CNY,NET30,LOW,85.2,0,N,2024-02-03 02:06:00,2024-02-03 02:06:00,,ACTIVE,2024-02-03 02:06:00,2024-02-03 02:06:00
700000361,300000361,1838339.01,CNY,NET90,LOW,64.75,30,N,2024-01-16 06:12:00,2024-01-16 06:12:00,,ACTIVE,2024-01-16 06:12:00,2024-01-16 06:12:00
700000362,300000362,4908973.33,CNY,NET60,LOW,94.68,30,N,2025-01-25 10:17:00,2025-01-25 10:17:00,,ACTIVE,2025-01-25 10:17:00,2025-01-25 10:17:00
700000363,300000363,123292.0,CNY,NET30,LOW,50.27,0,N,2025-12-09 13:24:00,2025-12-09 13:24:00,,ACTIVE,2025-12-09 13:24:00,2025-12-09 13:24:00
700000364,300000364,511194.32,CNY,PREPAID,LOW,89.7,0,N,2024-10-16 23:50:00,2024-10-16 23:50:00,,ACTIVE,2024-10-16 23:50:00,2024-10-16 23:50:00
700000365,300000365,9933371.94,CNY,NET30,LOW,71.31,15,N,2024-04-28 09:43:00,2024-04-28 09:43:00,,ACTIVE,2024-04-28 09:43:00,2024-04-28 09:43:00
700000366,300000366,10903269.76,CNY,NET30,LOW,92.01,0,N,2023-12-08 18:34:00,2023-12-08 18:34:00,,ACTIVE,2023-12-08 18:34:00,2023-12-08 18:34:00
700000367,300000367,5400768.19,CNY,NET30,LOW,75.14,15,N,2025-11-26 12:56:00,2025-11-26 12:56:00,,ACTIVE,2025-11-26 12:56:00,2025-11-26 12:56:00
700000368,300000368,873250.03,CNY,NET60,LOW,49.38,0,N,2024-02-23 09:29:00,2024-02-23 09:29:00,,ACTIVE,2024-02-23 09:29:00,2024-02-23 09:29:00
700000369,300000369,512494.71,CNY,NET30,MEDIUM,56.96,0,N,2025-10-24 09:38:00,2025-10-24 09:38:00,,ACTIVE,2025-10-24 09:38:00,2025-10-24 09:38:00
700000370,300000370,532544.01,CNY,PREPAID,LOW,45.92,0,N,2026-03-02 23:39:00,2026-03-02 23:39:00,,ACTIVE,2026-03-02 23:39:00,2026-03-02 23:39:00
700000371,300000371,147491.75,CNY,NET30,LOW,60.29,0,N,2025-03-30 13:49:00,2025-03-30 13:49:00,,ACTIVE,2025-03-30 13:49:00,2025-03-30 13:49:00
700000372,300000372,1270053.93,CNY,NET30,MEDIUM,40.97,30,N,2024-07-24 13:20:00,2024-07-24 13:20:00,,ACTIVE,2024-07-24 13:20:00,2024-07-24 13:20:00
700000373,300000373,1952255.87,CNY,NET30,LOW,79.89,15,N,2024-02-14 16:21:00,2024-02-14 16:21:00,,ACTIVE,2024-02-14 16:21:00,2024-02-14 16:21:00
700000374,300000374,4205807.23,CNY,NET30,LOW,78.3,0,N,2025-06-08 23:46:00,2025-06-08 23:46:00,,ACTIVE,2025-06-08 23:46:00,2025-06-08 23:46:00
700000375,300000375,113935.97,CNY,NET30,LOW,65.69,0,N,2026-02-05 03:51:00,2026-02-05 03:51:00,,ACTIVE,2026-02-05 03:51:00,2026-02-05 03:51:00
700000376,300000376,3437576.88,CNY,NET30,LOW,63.84,0,N,2025-09-05 15:05:00,2025-09-05 15:05:00,,ACTIVE,2025-09-05 15:05:00,2025-09-05 15:05:00
700000377,300000377,3859453.48,CNY,NET30,MEDIUM,50.76,0,N,2025-10-02 15:36:00,2025-10-02 15:36:00,,ACTIVE,2025-10-02 15:36:00,2025-10-02 15:36:00
700000378,300000378,16569055.68,CNY,PREPAID,HIGH,47.58,0,N,2024-08-05 21:34:00,2024-08-05 21:34:00,,ACTIVE,2024-08-05 21:34:00,2024-08-05 21:34:00
700000379,300000379,3313367.19,CNY,NET60,HIGH,43.13,0,N,2025-03-25 03:15:00,2025-03-25 03:15:00,,ACTIVE,2025-03-25 03:15:00,2025-03-25 03:15:00
700000380,300000380,4106764.46,CNY,NET60,HIGH,27.22,0,N,2025-10-12 10:44:00,2025-10-12 10:44:00,,ACTIVE,2025-10-12 10:44:00,2025-10-12 10:44:00
700000381,300000381,12297068.89,CNY,NET30,HIGH,35.13,0,N,2024-04-16 10:27:00,2024-04-16 10:27:00,,ACTIVE,2024-04-16 10:27:00,2024-04-16 10:27:00
700000382,300000382,3342585.6,CNY,NET30,MEDIUM,66.28,0,N,2024-06-29 20:05:00,2024-06-29 20:05:00,,ACTIVE,2024-06-29 20:05:00,2024-06-29 20:05:00
700000383,300000383,15227899.99,CNY,NET30,MEDIUM,58.87,0,N,2026-03-23 11:22:00,2026-03-23 11:22:00,,ACTIVE,2026-03-23 11:22:00,2026-03-23 11:22:00
700000384,300000384,3059656.01,CNY,PREPAID,LOW,76.31,0,N,2023-10-21 01:35:00,2023-10-21 01:35:00,,ACTIVE,2023-10-21 01:35:00,2023-10-21 01:35:00
700000385,300000385,3428695.24,CNY,NET30,HIGH,45.6,30,N,2024-11-19 11:13:00,2024-11-19 11:13:00,,ACTIVE,2024-11-19 11:13:00,2024-11-19 11:13:00
700000386,300000386,328188.22,CNY,NET30,MEDIUM,91.09,15,N,2025-12-02 08:18:00,2025-12-02 08:18:00,,ACTIVE,2025-12-02 08:18:00,2025-12-02 08:18:00
700000387,300000387,4864991.99,CNY,NET30,LOW,64.03,0,N,2024-04-21 13:05:00,2024-04-21 13:05:00,,ACTIVE,2024-04-21 13:05:00,2024-04-21 13:05:00
700000388,300000388,2278571.96,CNY,NET30,LOW,60.08,0,N,2025-11-20 13:36:00,2025-11-20 13:36:00,,ACTIVE,2025-11-20 13:36:00,2025-11-20 13:36:00
700000389,300000389,3009511.98,CNY,NET30,LOW,77.87,0,N,2025-05-31 16:29:00,2025-05-31 16:29:00,,ACTIVE,2025-05-31 16:29:00,2025-05-31 16:29:00
700000390,300000390,992850.57,CNY,PREPAID,LOW,70.14,0,N,2024-03-27 17:06:00,2024-03-27 17:06:00,,ACTIVE,2024-03-27 17:06:00,2024-03-27 17:06:00
700000391,300000391,2164326.28,CNY,NET30,LOW,47.97,0,N,2024-09-15 11:54:00,2024-09-15 11:54:00,,ACTIVE,2024-09-15 11:54:00,2024-09-15 11:54:00
700000392,300000392,144045.88,CNY,PREPAID,LOW,62.22,0,N,2025-10-09 22:54:00,2025-10-09 22:54:00,,ACTIVE,2025-10-09 22:54:00,2025-10-09 22:54:00
700000393,300000393,1899740.16,CNY,NET30,HIGH,39.34,30,N,2023-10-27 03:36:00,2023-10-27 03:36:00,,ACTIVE,2023-10-27 03:36:00,2023-10-27 03:36:00
700000394,300000394,16752118.34,CNY,NET90,LOW,69.15,0,N,2026-01-24 01:02:00,2026-01-24 01:02:00,,ACTIVE,2026-01-24 01:02:00,2026-01-24 01:02:00
700000395,300000395,604918.65,CNY,NET30,HIGH,28.18,30,N,2024-12-28 13:53:00,2024-12-28 13:53:00,,ACTIVE,2024-12-28 13:53:00,2024-12-28 13:53:00
700000396,300000396,94956.38,CNY,NET60,HIGH,51.63,0,N,2024-11-13 01:40:00,2024-11-13 01:40:00,,ACTIVE,2024-11-13 01:40:00,2024-11-13 01:40:00
700000397,300000397,13038564.79,CNY,NET30,LOW,43.88,0,N,2025-07-07 11:19:00,2025-07-07 11:19:00,,ACTIVE,2025-07-07 11:19:00,2025-07-07 11:19:00
700000398,300000398,16671064.27,CNY,NET30,MEDIUM,48.05,0,N,2025-07-20 21:43:00,2025-07-20 21:43:00,,ACTIVE,2025-07-20 21:43:00,2025-07-20 21:43:00
700000399,300000399,1722689.94,CNY,NET60,HIGH,50.3,30,N,2023-12-25 08:54:00,2023-12-25 08:54:00,,ACTIVE,2023-12-25 08:54:00,2023-12-25 08:54:00
700000400,300000400,1732418.1,CNY,NET60,LOW,94.24,15,N,2025-11-04 11:24:00,2025-11-04 11:24:00,,ACTIVE,2025-11-04 11:24:00,2025-11-04 11:24:00
700000401,300000401,189438.35,CNY,NET30,LOW,84.46,0,N,2023-11-16 21:20:00,2023-11-16 21:20:00,,ACTIVE,2023-11-16 21:20:00,2023-11-16 21:20:00
700000402,300000402,15261171.53,CNY,NET60,LOW,42.33,15,N,2024-07-07 17:02:00,2024-07-07 17:02:00,,ACTIVE,2024-07-07 17:02:00,2024-07-07 17:02:00
700000403,300000403,2160258.96,CNY,PREPAID,LOW,66.57,0,N,2025-01-22 08:36:00,2025-01-22 08:36:00,,ACTIVE,2025-01-22 08:36:00,2025-01-22 08:36:00
700000404,300000404,2608272.35,CNY,NET30,HIGH,10.44,15,N,2023-11-13 08:57:00,2023-11-13 08:57:00,,ACTIVE,2023-11-13 08:57:00,2023-11-13 08:57:00
700000405,300000405,4957476.99,CNY,NET30,LOW,76.1,15,N,2025-07-17 16:30:00,2025-07-17 16:30:00,,ACTIVE,2025-07-17 16:30:00,2025-07-17 16:30:00
700000406,300000406,640098.94,CNY,NET60,MEDIUM,83.99,0,N,2025-11-14 11:34:00,2025-11-14 11:34:00,,ACTIVE,2025-11-14 11:34:00,2025-11-14 11:34:00
700000407,300000407,2128893.48,CNY,NET30,LOW,44.54,15,N,2024-11-03 23:11:00,2024-11-03 23:11:00,,ACTIVE,2024-11-03 23:11:00,2024-11-03 23:11:00
700000408,300000408,521026.53,CNY,NET30,LOW,55.06,0,N,2025-01-15 17:30:00,2025-01-15 17:30:00,,ACTIVE,2025-01-15 17:30:00,2025-01-15 17:30:00
700000409,300000409,19144981.21,CNY,NET60,MEDIUM,79.14,0,N,2025-08-06 16:39:00,2025-08-06 16:39:00,,ACTIVE,2025-08-06 16:39:00,2025-08-06 16:39:00
700000410,300000410,4081854.58,CNY,NET30,LOW,47.17,0,N,2024-07-17 20:33:00,2024-07-17 20:33:00,,ACTIVE,2024-07-17 20:33:00,2024-07-17 20:33:00
700000411,300000411,695208.3,CNY,NET30,LOW,56.58,15,N,2025-11-17 03:13:00,2025-11-17 03:13:00,,ACTIVE,2025-11-17 03:13:00,2025-11-17 03:13:00
700000412,300000412,168632.78,CNY,PREPAID,LOW,49.18,0,N,2023-11-08 06:38:00,2023-11-08 06:38:00,,ACTIVE,2023-11-08 06:38:00,2023-11-08 06:38:00
700000413,300000413,13578469.67,CNY,NET30,LOW,72.57,0,N,2024-10-01 07:56:00,2024-10-01 07:56:00,,ACTIVE,2024-10-01 07:56:00,2024-10-01 07:56:00
700000414,300000414,146361.97,CNY,NET60,MEDIUM,53.7,0,N,2025-10-06 16:58:00,2025-10-06 16:58:00,,ACTIVE,2025-10-06 16:58:00,2025-10-06 16:58:00
700000415,300000415,3149554.78,CNY,NET30,LOW,93.83,30,N,2025-06-02 13:57:00,2025-06-02 13:57:00,,ACTIVE,2025-06-02 13:57:00,2025-06-02 13:57:00
700000416,300000416,7832898.82,CNY,NET30,LOW,66.98,0,N,2025-08-05 00:14:00,2025-08-05 00:14:00,,ACTIVE,2025-08-05 00:14:00,2025-08-05 00:14:00
700000417,300000417,107598.58,CNY,NET60,MEDIUM,46.05,0,N,2025-01-18 16:31:00,2025-01-18 16:31:00,,ACTIVE,2025-01-18 16:31:00,2025-01-18 16:31:00
700000418,300000418,465405.06,CNY,NET30,LOW,48.5,0,N,2025-12-12 06:13:00,2025-12-12 06:13:00,,ACTIVE,2025-12-12 06:13:00,2025-12-12 06:13:00
700000419,300000419,15301494.32,CNY,NET30,MEDIUM,79.32,0,N,2023-11-25 10:51:00,2023-11-25 10:51:00,,ACTIVE,2023-11-25 10:51:00,2023-11-25 10:51:00
700000420,300000420,478708.55,CNY,NET60,LOW,45.72,15,N,2026-02-14 04:51:00,2026-02-14 04:51:00,,ACTIVE,2026-02-14 04:51:00,2026-02-14 04:51:00
700000421,300000421,2410435.03,CNY,NET30,MEDIUM,67.18,15,N,2024-03-22 08:08:00,2024-03-22 08:08:00,,ACTIVE,2024-03-22 08:08:00,2024-03-22 08:08:00
700000422,300000422,15546399.7,CNY,NET30,MEDIUM,52.94,0,N,2024-09-25 06:29:00,2024-09-25 06:29:00,,ACTIVE,2024-09-25 06:29:00,2024-09-25 06:29:00
700000423,300000423,969641.59,CNY,NET30,HIGH,45.2,15,N,2023-10-25 19:42:00,2023-10-25 19:42:00,,ACTIVE,2023-10-25 19:42:00,2023-10-25 19:42:00
700000424,300000424,15478458.88,CNY,NET30,LOW,56.47,15,N,2025-03-21 19:55:00,2025-03-21 19:55:00,,ACTIVE,2025-03-21 19:55:00,2025-03-21 19:55:00
700000425,300000425,4725800.94,CNY,PREPAID,LOW,54.95,0,N,2026-03-19 11:07:00,2026-03-19 11:07:00,,ACTIVE,2026-03-19 11:07:00,2026-03-19 11:07:00
700000426,300000426,6566000.92,CNY,NET30,LOW,59.95,0,N,2024-12-06 08:40:00,2024-12-06 08:40:00,,ACTIVE,2024-12-06 08:40:00,2024-12-06 08:40:00
700000427,300000427,56852.09,CNY,PREPAID,LOW,57.3,0,N,2025-09-05 03:01:00,2025-09-05 03:01:00,,ACTIVE,2025-09-05 03:01:00,2025-09-05 03:01:00
700000428,300000428,432095.5,CNY,NET30,LOW,48.33,15,N,2024-04-10 02:54:00,2024-04-10 02:54:00,,ACTIVE,2024-04-10 02:54:00,2024-04-10 02:54:00
700000429,300000429,141031.56,CNY,PREPAID,MEDIUM,92.69,30,N,2025-11-16 13:42:00,2025-11-16 13:42:00,,ACTIVE,2025-11-16 13:42:00,2025-11-16 13:42:00
700000430,300000430,156598.25,CNY,NET30,MEDIUM,65.34,15,N,2024-12-20 13:50:00,2024-12-20 13:50:00,,ACTIVE,2024-12-20 13:50:00,2024-12-20 13:50:00
700000431,300000431,3482454.9,CNY,NET30,LOW,75.41,0,N,2024-07-04 02:52:00,2024-07-04 02:52:00,,ACTIVE,2024-07-04 02:52:00,2024-07-04 02:52:00
700000432,300000432,1436476.2,CNY,NET30,LOW,49.92,0,N,2025-08-14 11:05:00,2025-08-14 11:05:00,,ACTIVE,2025-08-14 11:05:00,2025-08-14 11:05:00
700000433,300000433,990248.59,CNY,PREPAID,LOW,82.58,0,N,2024-03-01 08:53:00,2024-03-01 08:53:00,,ACTIVE,2024-03-01 08:53:00,2024-03-01 08:53:00
700000434,300000434,8211573.55,CNY,NET30,LOW,89.12,0,N,2024-06-18 18:55:00,2024-06-18 18:55:00,,ACTIVE,2024-06-18 18:55:00,2024-06-18 18:55:00
700000435,300000435,142476.86,CNY,NET60,LOW,57.81,0,N,2024-04-24 18:16:00,2024-04-24 18:16:00,,ACTIVE,2024-04-24 18:16:00,2024-04-24 18:16:00
700000436,300000436,140141.5,CNY,NET30,LOW,51.89,0,N,2023-11-04 19:20:00,2023-11-04 19:20:00,,ACTIVE,2023-11-04 19:20:00,2023-11-04 19:20:00
700000437,300000437,11425754.21,CNY,NET60,LOW,49.73,30,N,2024-06-04 09:34:00,2024-06-04 09:34:00,,ACTIVE,2024-06-04 09:34:00,2024-06-04 09:34:00
700000438,300000438,125504.23,CNY,NET30,LOW,84.32,0,N,2025-12-14 21:19:00,2025-12-14 21:19:00,,ACTIVE,2025-12-14 21:19:00,2025-12-14 21:19:00
700000439,300000439,96109.5,CNY,PREPAID,LOW,89.65,15,N,2024-12-10 10:02:00,2024-12-10 10:02:00,,ACTIVE,2024-12-10 10:02:00,2024-12-10 10:02:00
