cust_account_id,party_id,account_number,account_name,customer_class_code,credit_classification,payment_term_code,sales_channel_code,region_code,account_status,open_date,created_date,last_update_date
300000279,100000279,CUST300000279,苏州恒越制造制造有限公司,STANDARD,LOW,NET60,PARTNER,杭州,ACTIVE,2025-02-09 08:11:00,2025-02-09 08:11:00,2025-02-09 08:11:00
300000280,100000280,CUST300000280,深圳安拓科技科技有限公司,STANDARD,LOW,NET60,DIRECT,深圳,ACTIVE,2023-11-20 16:32:00,2023-11-20 16:32:00,2023-11-20 16:32:00
300000281,100000281,CUST300000281,深圳融信物流科技有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2025-03-26 11:51:00,2025-03-26 11:51:00,2025-03-26 11:51:00
300000282,100000282,CUST300000282,北京安拓医疗科技有限公司,STANDARD,MEDIUM,PREPAID,ONLINE,北京,ACTIVE,2024-08-06 04:55:00,2024-08-06 04:55:00,2024-08-06 04:55:00
300000283,100000283,CUST300000283,苏州智联制造贸易有限公司,STANDARD,LOW,NET30,ONLINE,上海,ACTIVE,2025-03-05 14:25:00,2025-03-05 14:25:00,2025-03-05 14:25:00
300000284,100000284,CUST300000284,苏州智联制造供应链有限公司,STANDARD,HIGH,PREPAID,ONLINE,杭州,ACTIVE,2024-11-11 21:22:00,2024-11-11 21:22:00,2024-11-11 21:22:00
300000285,100000285,CUST300000285,杭州华盛科技科技有限公司,STANDARD,LOW,NET60,DIRECT,杭州,ACTIVE,2025-03-26 10:20:00,2025-03-26 10:20:00,2025-03-26 10:20:00
300000286,100000286,CUST300000286,苏州启元医疗制造有限公司,STANDARD,LOW,PREPAID,DIRECT,上海,ACTIVE,2024-10-16 14:37:00,2024-10-16 14:37:00,2024-10-16 14:37:00
300000287,100000287,CUST300000287,上海融信电子供应链有限公司,STANDARD,LOW,PREPAID,ONLINE,深圳,ACTIVE,2024-11-24 12:41:00,2024-11-24 12:41:00,2024-11-24 12:41:00
300000288,100000288,CUST300000288,杭州嘉禾医疗科技有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2024-01-27 08:12:00,2024-01-27 08:12:00,2024-01-27 08:12:00
300000289,100000289,CUST300000289,深圳明川电子贸易有限公司,STANDARD,LOW,NET30,ONLINE,杭州,ACTIVE,2025-11-01 00:43:00,2025-11-01 00:43:00,2025-11-01 00:43:00
300000290,100000290,CUST300000290,杭州启元制造贸易有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2024-08-04 18:32:00,2024-08-04 18:32:00,2024-08-04 18:32:00
300000291,100000291,CUST300000291,苏州启元科技有限公司,STANDARD,LOW,PREPAID,PARTNER,深圳,ACTIVE,2024-03-07 14:17:00,2024-03-07 14:17:00,2024-03-07 14:17:00
300000292,100000292,CUST300000292,北京明川物流供应链有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2024-04-18 05:54:00,2024-04-18 05:54:00,2024-04-18 05:54:00
300000293,100000293,CUST300000293,北京恒越材料贸易有限公司,STANDARD,HIGH,NET60,DIRECT,北京,ACTIVE,2024-12-20 20:53:00,2024-12-20 20:53:00,2024-12-20 20:53:00
300000294,100000294,CUST300000294,北京华盛贸易科技有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2024-10-14 08:10:00,2024-10-14 08:10:00,2024-10-14 08:10:00
300000295,100000295,CUST300000295,深圳智联材料制造有限公司,STANDARD,MEDIUM,NET30,PARTNER,北京,ACTIVE,2024-09-06 02:05:00,2024-09-06 02:05:00,2024-09-06 02:05:00
300000296,100000296,CUST300000296,上海安拓材料贸易有限公司,STANDARD,MEDIUM,NET30,ONLINE,上海,ACTIVE,2024-08-02 11:21:00,2024-08-02 11:21:00,2024-08-02 11:21:00
300000297,100000297,CUST300000297,苏州智联电子供应链有限公司,STANDARD,LOW,PREPAID,DIRECT,苏州,ACTIVE,2025-07-23 16:45:00,2025-07-23 16:45:00,2025-07-23 16:45:00
300000298,100000298,CUST300000298,北京启元科技供应链有限公司,STANDARD,LOW,NET30,ONLINE,苏州,ACTIVE,2025-12-20 08:54:00,2025-12-20 08:54:00,2025-12-20 08:54:00
300000299,100000299,CUST300000299,深圳融信供应链制造有限公司,STANDARD,LOW,NET30,ONLINE,苏州,ACTIVE,2024-06-29 00:55:00,2024-06-29 00:55:00,2024-06-29 00:55:00
300000300,100000300,CUST300000300,苏州智联贸易科技有限公司,STANDARD,LOW,NET30,ONLINE,苏州,ACTIVE,2024-09-16 18:04:00,2024-09-16 18:04:00,2024-09-16 18:04:00
300000301,100000301,CUST300000301,深圳融信供应链制造有限公司,STANDARD,LOW,NET30,PARTNER,杭州,ACTIVE,2025-02-03 13:05:00,2025-02-03 13:05:00,2025-02-03 13:05:00
300000302,100000302,CUST300000302,杭州启元材料供应链有限公司,STANDARD,LOW,NET60,DIRECT,北京,ACTIVE,2025-06-24 19:59:00,2025-06-24 19:59:00,2025-06-24 19:59:00
300000303,100000303,CUST300000303,深圳智联贸易有限公司,STANDARD,LOW,NET30,DIRECT,杭州,ACTIVE,2024-11-03 20:27:00,2024-11-03 20:27:00,2024-11-03 20:27:00
300000304,100000304,CUST300000304,杭州远辰电子科技有限公司,STANDARD,LOW,NET60,PARTNER,苏州,ACTIVE,2026-02-01 08:26:00,2026-02-01 08:26:00,2026-02-01 08:26:00
300000305,100000305,CUST300000305,李磊,STANDARD,MEDIUM,PREPAID,PARTNER,杭州,ACTIVE,2024-04-12 12:03:00,2024-04-12 12:03:00,2024-04-12 12:03:00
300000306,100000306,CUST300000306,杭州启元供应链科技有限公司,STANDARD,HIGH,NET60,DIRECT,苏州,ACTIVE,2025-06-23 21:08:00,2025-06-23 21:08:00,2025-06-23 21:08:00
300000307,100000307,CUST300000307,北京云启科技科技有限公司,STANDARD,LOW,NET60,ONLINE,杭州,ACTIVE,2025-05-22 13:24:00,2025-05-22 13:24:00,2025-05-22 13:24:00
300000308,100000308,CUST300000308,杭州启元制造贸易有限公司,STANDARD,MEDIUM,PREPAID,ONLINE,苏州,ACTIVE,2025-09-25 11:04:00,2025-09-25 11:04:00,2025-09-25 11:04:00
300000309,100000309,CUST300000309,朱倩娜,STANDARD,HIGH,NET60,DIRECT,杭州,ACTIVE,2024-10-08 10:11:00,2024-10-08 10:11:00,2024-10-08 10:11:00
300000310,100000310,CUST300000310,苏州嘉禾物流科技有限公司,STANDARD,LOW,NET30,DIRECT,杭州,ACTIVE,2024-07-06 09:02:00,2024-07-06 09:02:00,2024-07-06 09:02:00
300000311,100000311,CUST300000311,苏州明川电子贸易有限公司,STANDARD,LOW,NET30,ONLINE,苏州,ACTIVE,2024-07-18 02:09:00,2024-07-18 02:09:00,2024-07-18 02:09:00
300000312,100000312,CUST300000312,杨婷颖,STANDARD,HIGH,PREPAID,PARTNER,北京,ACTIVE,2024-10-03 10:51:00,2024-10-03 10:51:00,2024-10-03 10:51:00
300000313,100000313,CUST300000313,苏州融信贸易供应链有限公司,STANDARD,MEDIUM,NET30,DIRECT,苏州,ACTIVE,2024-09-07 02:20:00,2024-09-07 02:20:00,2024-09-07 02:20:00
300000314,100000314,CUST300000314,北京云启材料制造有限公司,STANDARD,HIGH,NET30,PARTNER,上海,ACTIVE,2023-11-15 00:05:00,2023-11-15 00:05:00,2023-11-15 00:05:00
300000315,100000315,CUST300000315,深圳融信制造供应链有限公司,STANDARD,HIGH,NET30,DIRECT,杭州,ACTIVE,2026-03-04 14:17:00,2026-03-04 14:17:00,2026-03-04 14:17:00
300000316,100000316,CUST300000316,苏州华盛科技制造有限公司,STANDARD,HIGH,NET90,ONLINE,上海,ACTIVE,2024-03-09 05:52:00,2024-03-09 05:52:00,2024-03-09 05:52:00
300000317,100000317,CUST300000317,北京明川科技科技有限公司,STANDARD,LOW,NET60,PARTNER,北京,ACTIVE,2024-11-13 10:13:00,2024-11-13 10:13:00,2024-11-13 10:13:00
300000318,100000318,CUST300000318,深圳智联贸易贸易有限公司,STANDARD,LOW,NET60,ONLINE,北京,ACTIVE,2024-12-11 02:46:00,2024-12-11 02:46:00,2024-12-11 02:46:00
300000319,100000319,CUST300000319,杭州启元供应链贸易有限公司,STANDARD,LOW,NET60,ONLINE,上海,ACTIVE,2024-10-21 20:28:00,2024-10-21 20:28:00,2024-10-21 20:28:00
300000320,100000320,CUST300000320,北京远辰制造供应链有限公司,STANDARD,LOW,PREPAID,DIRECT,北京,ACTIVE,2024-03-19 09:12:00,2024-03-19 09:12:00,2024-03-19 09:12:00
300000321,100000321,CUST300000321,深圳智联电子有限公司,STANDARD,LOW,NET90,DIRECT,北京,ACTIVE,2024-02-27 04:14:00,2024-02-27 04:14:00,2024-02-27 04:14:00
300000322,100000322,CUST300000322,杭州安拓制造科技有限公司,STANDARD,LOW,PREPAID,ONLINE,上海,ACTIVE,2024-12-11 19:30:00,2024-12-11 19:30:00,2024-12-11 19:30:00
300000323,100000323,CUST300000323,上海智联科技制造有限公司,STANDARD,LOW,NET30,ONLINE,北京,ACTIVE,2024-07-28 00:25:00,2024-07-28 00:25:00,2024-07-28 00:25:00
300000324,100000324,CUST300000324,苏州融信电子制造有限公司,STANDARD,MEDIUM,NET30,DIRECT,北京,ACTIVE,2024-06-07 12:32:00,2024-06-07 12:32:00,2024-06-07 12:32:00
300000325,100000325,CUST300000325,北京远辰医疗供应链有限公司,STANDARD,HIGH,NET30,DIRECT,苏州,ACTIVE,2025-06-14 01:13:00,2025-06-14 01:13:00,2025-06-14 01:13:00
300000326,100000326,CUST300000326,深圳云启贸易制造有限公司,STANDARD,LOW,NET30,PARTNER,杭州,ACTIVE,2025-04-19 10:53:00,2025-04-19 10:53:00,2025-04-19 10:53:00
300000327,100000327,CUST300000327,深圳云启材料供应链有限公司,STANDARD,HIGH,PREPAID,DIRECT,深圳,ACTIVE,2026-02-16 07:54:00,2026-02-16 07:54:00,2026-02-16 07:54:00
300000328,100000328,CUST300000328,苏州远辰电子科技有限公司,STANDARD,LOW,NET30,PARTNER,北京,ACTIVE,2024-11-30 13:42:00,2024-11-30 13:42:00,2024-11-30 13:42:00
300000329,100000329,CUST300000329,杭州智联物流供应链有限公司,STANDARD,MEDIUM,NET30,PARTNER,上海,ACTIVE,2025-01-01 19:11:00,2025-01-01 19:11:00,2025-01-01 19:11:00
300000330,100000330,CUST300000330,深圳融信医疗供应链有限公司,STANDARD,LOW,NET30,DIRECT,上海,ACTIVE,2026-03-22 15:03:00,2026-03-22 15:03:00,2026-03-22 15:03:00
300000331,100000331,CUST300000331,苏州明川科技贸易有限公司,STANDARD,LOW,NET30,ONLINE,杭州,ACTIVE,2024-10-23 06:41:00,2024-10-23 06:41:00,2024-10-23 06:41:00
300000332,100000332,CUST300000332,苏州启元贸易有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2026-03-25 09:39:00,2026-03-25 09:39:00,2026-03-25 09:39:00
300000333,100000333,CUST300000333,杭州恒越材料有限公司,STANDARD,LOW,NET60,PARTNER,北京,ACTIVE,2025-01-19 19:30:00,2025-01-19 19:30:00,2025-01-19 19:30:00
300000334,100000334,CUST300000334,北京智联制造科技有限公司,STANDARD,LOW,NET30,DIRECT,北京,ACTIVE,2024-10-21 07:53:00,2024-10-21 07:53:00,2024-10-21 07:53:00
300000335,100000335,CUST300000335,苏州云启制造有限公司,STANDARD,LOW,PREPAID,PARTNER,苏州,ACTIVE,2024-01-10 19:51:00,2024-01-10 19:51:00,2024-01-10 19:51:00
300000336,100000336,CUST300000336,北京安拓医疗贸易有限公司,STANDARD,LOW,NET60,DIRECT,苏州,ACTIVE,2023-11-28 04:52:00,2023-11-28 04:52:00,2023-11-28 04:52:00
300000337,100000337,CUST300000337,苏州融信科技供应链有限公司,STANDARD,MEDIUM,NET30,ONLINE,深圳,ACTIVE,2024-01-05 01:41:00,2024-01-05 01:41:00,2024-01-05 01:41:00
300000338,100000338,CUST300000338,深圳明川制造有限公司,STANDARD,LOW,PREPAID,DIRECT,杭州,ACTIVE,2024-09-30 04:40:00,2024-09-30 04:40:00,2024-09-30 04:40:00
300000339,100000339,CUST300000339,深圳明川制造制造有限公司,STANDARD,LOW,NET30,DIRECT,苏州,ACTIVE,2024-05-05 18:57:00,2024-05-05 18:57:00,2024-05-05 18:57:00
300000340,100000340,CUST300000340,杭州华盛供应链供应链有限公司,STANDARD,LOW,NET30,DIRECT,上海,ACTIVE,2025-05-09 09:25:00,2025-05-09 09:25:00,2025-05-09 09:25:00
300000341,100000341,CUST300000341,杭州启元物流供应链有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2025-10-09 16:26:00,2025-10-09 16:26:00,2025-10-09 16:26:00
300000342,100000342,CUST300000342,苏州智联贸易科技有限公司,STANDARD,LOW,NET90,ONLINE,上海,ACTIVE,2024-09-30 05:56:00,2024-09-30 05:56:00,2024-09-30 05:56:00
300000343,100000343,CUST300000343,苏州启元材料制造有限公司,STANDARD,LOW,NET30,DIRECT,苏州,ACTIVE,2025-04-28 23:02:00,2025-04-28 23:02:00,2025-04-28 23:02:00
300000344,100000344,CUST300000344,北京明川贸易供应链有限公司,STANDARD,MEDIUM,NET30,DIRECT,苏州,ACTIVE,2023-12-20 02:00:00,2023-12-20 02:00:00,2023-12-20 02:00:00
300000345,100000345,CUST300000345,杭州嘉禾材料制造有限公司,STANDARD,LOW,NET60,ONLINE,北京,ACTIVE,2023-12-11 03:35:00,2023-12-11 03:35:00,2023-12-11 03:35:00
300000346,100000346,CUST300000346,杭州启元供应链贸易有限公司,STANDARD,MEDIUM,PREPAID,ONLINE,苏州,ACTIVE,2024-05-05 06:21:00,2024-05-05 06:21:00,2024-05-05 06:21:00
300000347,100000347,CUST300000347,上海安拓材料制造有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2025-01-24 06:32:00,2025-01-24 06:32:00,2025-01-24 06:32:00
300000348,100000348,CUST300000348,杭州远辰贸易制造有限公司,STANDARD,LOW,NET30,PARTNER,深圳,ACTIVE,2026-03-06 05:09:00,2026-03-06 05:09:00,2026-03-06 05:09:00
300000349,100000349,CUST300000349,深圳安拓电子有限公司,STANDARD,HIGH,NET30,ONLINE,深圳,ACTIVE,2024-04-19 21:10:00,2024-04-19 21:10:00,2024-04-19 21:10:00
300000350,100000350,CUST300000350,上海智联供应链贸易有限公司,STANDARD,MEDIUM,NET60,ONLINE,上海,ACTIVE,2024-01-06 10:04:00,2024-01-06 10:04:00,2024-01-06 10:04:00
300000351,100000351,CUST300000351,深圳华盛供应链贸易有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2024-03-18 04:32:00,2024-03-18 04:32:00,2024-03-18 04:32:00
300000352,100000352,CUST300000352,苏州华盛贸易制造有限公司,STANDARD,LOW,PREPAID,ONLINE,深圳,ACTIVE,2024-10-27 06:06:00,2024-10-27 06:06:00,2024-10-27 06:06:00
300000353,100000353,CUST300000353,苏州华盛贸易贸易有限公司,STANDARD,LOW,NET30,DIRECT,苏州,ACTIVE,2026-02-15 08:46:00,2026-02-15 08:46:00,2026-02-15 08:46:00
300000354,100000354,CUST300000354,深圳恒越科技有限公司,STANDARD,LOW,PREPAID,DIRECT,上海,ACTIVE,2025-09-12 03:23:00,2025-09-12 03:23:00,2025-09-12 03:23:00
300000355,100000355,CUST300000355,杭州远辰供应链有限公司,STANDARD,LOW,NET30,PARTNER,苏州,ACTIVE,2025-11-10 11:19:00,2025-11-10 11:19:00,2025-11-10 11:19:00
300000356,100000356,CUST300000356,深圳明川制造科技有限公司,STANDARD,MEDIUM,NET90,ONLINE,杭州,ACTIVE,2025-05-09 04:33:00,2025-05-09 04:33:00,2025-05-09 04:33:00
300000357,100000357,CUST300000357,苏州远辰材料科技有限公司,STANDARD,MEDIUM,NET30,ONLINE,北京,ACTIVE,2025-02-26 03:12:00,2025-02-26 03:12:00,2025-02-26 03:12:00
300000358,100000358,CUST300000358,上海云启供应链科技有限公司,STANDARD,MEDIUM,NET30,DIRECT,北京,ACTIVE,2025-01-19 11:24:00,2025-01-19 11:24:00,2025-01-19 11:24:00
300000359,100000359,CUST300000359,北京安拓材料供应链有限公司,STANDARD,LOW,PREPAID,PARTNER,北京,ACTIVE,2025-09-28 09:46:00,2025-09-28 09:46:00,2025-09-28 09:46:00
300000360,100000360,CUST300000360,苏州云启供应链制造有限公司,STANDARD,LOW,NET30,PARTNER,苏州,ACTIVE,2024-02-03 02:06:00,2024-02-03 02:06:00,2024-02-03 02:06:00
300000361,100000361,CUST300000361,上海远辰物流科技有限公司,STANDARD,LOW,NET90,PARTNER,杭州,ACTIVE,2024-01-16 06:12:00,2024-01-16 06:12:00,2024-01-16 06:12:00
300000362,100000362,CUST300000362,陈琳,STANDARD,LOW,NET60,ONLINE,深圳,ACTIVE,2025-01-25 10:17:00,2025-01-25 10:17:00,2025-01-25 10:17:00
300000363,100000363,CUST300000363,上海华盛物流供应链有限公司,STANDARD,LOW,NET30,ONLINE,北京,ACTIVE,2025-12-09 13:24:00,2025-12-09 13:24:00,2025-12-09 13:24:00
300000364,100000364,CUST300000364,北京启元供应链科技有限公司,STANDARD,LOW,PREPAID,DIRECT,上海,ACTIVE,2024-10-16 23:50:00,2024-10-16 23:50:00,2024-10-16 23:50:00
300000365,100000365,CUST300000365,杭州启元物流供应链有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2024-04-28 09:43:00,2024-04-28 09:43:00,2024-04-28 09:43:00
300000366,100000366,CUST300000366,上海云启电子制造有限公司,STANDARD,LOW,NET30,ONLINE,北京,ACTIVE,2023-12-08 18:34:00,2023-12-08 18:34:00,2023-12-08 18:34:00
300000367,100000367,CUST300000367,杭州启元医疗有限公司,STANDARD,LOW,NET30,PARTNER,杭州,ACTIVE,2025-11-26 12:56:00,2025-11-26 12:56:00,2025-11-26 12:56:00
300000368,100000368,CUST300000368,北京嘉禾物流有限公司,STANDARD,LOW,NET60,PARTNER,深圳,ACTIVE,2024-02-23 09:29:00,2024-02-23 09:29:00,2024-02-23 09:29:00
300000369,100000369,CUST300000369,杭州启元电子贸易有限公司,STANDARD,MEDIUM,NET30,DIRECT,杭州,ACTIVE,2025-10-24 09:38:00,2025-10-24 09:38:00,2025-10-24 09:38:00
300000370,100000370,CUST300000370,深圳智联供应链科技有限公司,STANDARD,LOW,PREPAID,DIRECT,杭州,ACTIVE,2026-03-02 23:39:00,2026-03-02 23:39:00,2026-03-02 23:39:00
300000371,100000371,CUST300000371,杭州华盛供应链贸易有限公司,STANDARD,LOW,NET30,PARTNER,北京,ACTIVE,2025-03-30 13:49:00,2025-03-30 13:49:00,2025-03-30 13:49:00
300000372,100000372,CUST300000372,北京启元材料有限公司,STANDARD,MEDIUM,NET30,ONLINE,上海,ACTIVE,2024-07-24 13:20:00,2024-07-24 13:20:00,2024-07-24 13:20:00
300000373,100000373,CUST300000373,上海嘉禾科技科技有限公司,STANDARD,LOW,NET30,DIRECT,深圳,ACTIVE,2024-02-14 16:21:00,2024-02-14 16:21:00,2024-02-14 16:21:00
300000374,100000374,CUST300000374,苏州远辰医疗制造有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2025-06-08 23:46:00,2025-06-08 23:46:00,2025-06-08 23:46:00
300000375,100000375,CUST300000375,北京融信贸易科技有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2026-02-05 03:51:00,2026-02-05 03:51:00,2026-02-05 03:51:00
300000376,100000376,CUST300000376,杭州智联制造贸易有限公司,STANDARD,LOW,NET30,DIRECT,苏州,ACTIVE,2025-09-05 15:05:00,2025-09-05 15:05:00,2025-09-05 15:05:00
300000377,100000377,CUST300000377,北京云启物流供应链有限公司,STANDARD,MEDIUM,NET30,ONLINE,苏州,ACTIVE,2025-10-02 15:36:00,2025-10-02 15:36:00,2025-10-02 15:36:00
300000378,100000378,CUST300000378,孙颖斌,STANDARD,HIGH,PREPAID,DIRECT,苏州,ACTIVE,2024-08-05 21:34:00,2024-08-05 21:34:00,2024-08-05 21:34:00
300000379,100000379,CUST300000379,北京恒越科技供应链有限公司,STANDARD,HIGH,NET60,ONLINE,杭州,ACTIVE,2025-03-25 03:15:00,2025-03-25 03:15:00,2025-03-25 03:15:00
300000380,100000380,CUST300000380,张艳琳,STANDARD,HIGH,NET60,ONLINE,深圳,ACTIVE,2025-10-12 10:44:00,2025-10-12 10:44:00,2025-10-12 10:44:00
300000381,100000381,CUST300000381,杭州智联医疗有限公司,STANDARD,HIGH,NET30,PARTNER,北京,ACTIVE,2024-04-16 10:27:00,2024-04-16 10:27:00,2024-04-16 10:27:00
300000382,100000382,CUST300000382,杭州远辰供应链有限公司,STANDARD,MEDIUM,NET30,DIRECT,杭州,ACTIVE,2024-06-29 20:05:00,2024-06-29 20:05:00,2024-06-29 20:05:00
300000383,100000383,CUST300000383,吴伟,STANDARD,MEDIUM,NET30,PARTNER,深圳,ACTIVE,2026-03-23 11:22:00,2026-03-23 11:22:00,2026-03-23 11:22:00
300000384,100000384,CUST300000384,苏州智联物流贸易有限公司,STANDARD,LOW,PREPAID,DIRECT,苏州,ACTIVE,2023-10-21 01:35:00,2023-10-21 01:35:00,2023-10-21 01:35:00
300000385,100000385,CUST300000385,苏州云启贸易有限公司,STANDARD,HIGH,NET30,PARTNER,苏州,ACTIVE,2024-11-19 11:13:00,2024-11-19 11:13:00,2024-11-19 11:13:00
300000386,100000386,CUST300000386,上海云启制造供应链有限公司,STANDARD,MEDIUM,NET30,ONLINE,苏州,ACTIVE,2025-12-02 08:18:00,2025-12-02 08:18:00,2025-12-02 08:18:00
300000387,100000387,CUST300000387,杭州启元材料有限公司,STANDARD,LOW,NET30,ONLINE,上海,ACTIVE,2024-04-21 13:05:00,2024-04-21 13:05:00,2024-04-21 13:05:00
300000388,100000388,CUST300000388,深圳启元电子有限公司,STANDARD,LOW,NET30,ONLINE,上海,ACTIVE,2025-11-20 13:36:00,2025-11-20 13:36:00,2025-11-20 13:36:00
300000389,100000389,CUST300000389,上海华盛供应链有限公司,STANDARD,LOW,NET30,ONLINE,上海,ACTIVE,2025-05-31 16:29:00,2025-05-31 16:29:00,2025-05-31 16:29:00
300000390,100000390,CUST300000390,上海安拓供应链供应链有限公司,STANDARD,LOW,PREPAID,ONLINE,北京,ACTIVE,2024-03-27 17:06:00,2024-03-27 17:06:00,2024-03-27 17:06:00
300000391,100000391,CUST300000391,北京恒越物流供应链有限公司,STANDARD,LOW,NET30,DIRECT,苏州,ACTIVE,2024-09-15 11:54:00,2024-09-15 11:54:00,2024-09-15 11:54:00
300000392,100000392,CUST300000392,杭州云启贸易贸易有限公司,STANDARD,LOW,PREPAID,ONLINE,杭州,ACTIVE,2025-10-09 22:54:00,2025-10-09 22:54:00,2025-10-09 22:54:00
300000393,100000393,CUST300000393,北京安拓医疗贸易有限公司,STANDARD,HIGH,NET30,DIRECT,北京,ACTIVE,2023-10-27 03:36:00,2023-10-27 03:36:00,2023-10-27 03:36:00
300000394,100000394,CUST300000394,深圳华盛制造供应链有限公司,STANDARD,LOW,NET90,DIRECT,北京,ACTIVE,2026-01-24 01:02:00,2026-01-24 01:02:00,2026-01-24 01:02:00
300000395,100000395,CUST300000395,上海融信电子科技有限公司,STANDARD,HIGH,NET30,PARTNER,深圳,ACTIVE,2024-12-28 13:53:00,2024-12-28 13:53:00,2024-12-28 13:53:00
300000396,100000396,CUST300000396,深圳嘉禾医疗有限公司,STANDARD,HIGH,NET60,DIRECT,上海,ACTIVE,2024-11-13 01:40:00,2024-11-13 01:40:00,2024-11-13 01:40:00
300000397,100000397,CUST300000397,杭州华盛贸易制造有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2025-07-07 11:19:00,2025-07-07 11:19:00,2025-07-07 11:19:00
300000398,100000398,CUST300000398,杭州恒越制造供应链有限公司,STANDARD,MEDIUM,NET30,ONLINE,苏州,ACTIVE,2025-07-20 21:43:00,2025-07-20 21:43:00,2025-07-20 21:43:00
300000399,100000399,CUST300000399,深圳智联供应链供应链有限公司,STANDARD,HIGH,NET60,DIRECT,深圳,ACTIVE,2023-12-25 08:54:00,2023-12-25 08:54:00,2023-12-25 08:54:00
300000400,100000400,CUST300000400,北京安拓制造制造有限公司,STANDARD,LOW,NET60,DIRECT,上海,ACTIVE,2025-11-04 11:24:00,2025-11-04 11:24:00,2025-11-04 11:24:00
300000401,100000401,CUST300000401,苏州智联供应链制造有限公司,STANDARD,LOW,NET30,DIRECT,深圳,ACTIVE,2023-11-16 21:20:00,2023-11-16 21:20:00,2023-11-16 21:20:00
300000402,100000402,CUST300000402,北京融信制造供应链有限公司,STANDARD,LOW,NET60,ONLINE,上海,ACTIVE,2024-07-07 17:02:00,2024-07-07 17:02:00,2024-07-07 17:02:00
300000403,100000403,CUST300000403,上海嘉禾制造有限公司,STANDARD,LOW,PREPAID,DIRECT,杭州,ACTIVE,2025-01-22 08:36:00,2025-01-22 08:36:00,2025-01-22 08:36:00
300000404,100000404,CUST300000404,上海智联供应链制造有限公司,STANDARD,HIGH,NET30,DIRECT,上海,ACTIVE,2023-11-13 08:57:00,2023-11-13 08:57:00,2023-11-13 08:57:00
300000405,100000405,CUST300000405,深圳融信制造供应链有限公司,STANDARD,LOW,NET30,DIRECT,北京,ACTIVE,2025-07-17 16:30:00,2025-07-17 16:30:00,2025-07-17 16:30:00
300000406,100000406,CUST300000406,苏州智联科技制造有限公司,STANDARD,MEDIUM,NET60,PARTNER,杭州,ACTIVE,2025-11-14 11:34:00,2025-11-14 11:34:00,2025-11-14 11:34:00
300000407,100000407,CUST300000407,北京融信物流科技有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2024-11-03 23:11:00,2024-11-03 23:11:00,2024-11-03 23:11:00
300000408,100000408,CUST300000408,杭州融信制造科技有限公司,STANDARD,LOW,NET30,ONLINE,深圳,ACTIVE,2025-01-15 17:30:00,2025-01-15 17:30:00,2025-01-15 17:30:00
300000409,100000409,CUST300000409,北京云启供应链有限公司,STANDARD,MEDIUM,NET60,PARTNER,北京,ACTIVE,2025-08-06 16:39:00,2025-08-06 16:39:00,2025-08-06 16:39:00
300000410,100000410,CUST300000410,深圳远辰科技有限公司,STANDARD,LOW,NET30,DIRECT,苏州,ACTIVE,2024-07-17 20:33:00,2024-07-17 20:33:00,2024-07-17 20:33:00
300000411,100000411,CUST300000411,苏州华盛贸易科技有限公司,STANDARD,LOW,NET30,PARTNER,杭州,ACTIVE,2025-11-17 03:13:00,2025-11-17 03:13:00,2025-11-17 03:13:00
300000412,100000412,CUST300000412,杭州融信制造有限公司,STANDARD,LOW,PREPAID,DIRECT,北京,ACTIVE,2023-11-08 06:38:00,2023-11-08 06:38:00,2023-11-08 06:38:00
300000413,100000413,CUST300000413,杭州启元科技贸易有限公司,STANDARD,LOW,NET30,PARTNER,杭州,ACTIVE,2024-10-01 07:56:00,2024-10-01 07:56:00,2024-10-01 07:56:00
300000414,100000414,CUST300000414,上海安拓医疗制造有限公司,STANDARD,MEDIUM,NET60,PARTNER,苏州,ACTIVE,2025-10-06 16:58:00,2025-10-06 16:58:00,2025-10-06 16:58:00
300000415,100000415,CUST300000415,深圳恒越贸易制造有限公司,STANDARD,LOW,NET30,PARTNER,上海,ACTIVE,2025-06-02 13:57:00,2025-06-02 13:57:00,2025-06-02 13:57:00
300000416,100000416,CUST300000416,北京启元供应链供应链有限公司,STANDARD,LOW,NET30,DIRECT,苏州,ACTIVE,2025-08-05 00:14:00,2025-08-05 00:14:00,2025-08-05 00:14:00
300000417,100000417,CUST300000417,深圳启元制造科技有限公司,STANDARD,MEDIUM,NET60,DIRECT,上海,ACTIVE,2025-01-18 16:31:00,2025-01-18 16:31:00,2025-01-18 16:31:00
